,State_Name,District_Name,Season,Crop,Area,Production
74,1,24,4,8,13441.0,224640.0
75,1,24,4,9,1381.0,60038.0
76,1,24,1,6,3495.0,10031.0
77,1,24,1,10,24335.0,85051.0
78,1,24,2,6,3572.0,25822.0
79,1,24,2,10,9240.0,21622.0
80,1,24,4,0,324.0,16897.0
81,1,24,1,6,5958.0,21538.0
82,1,24,1,10,25008.0,69972.0
83,1,24,2,6,1435.0,10721.0
84,1,24,2,10,23142.0,55587.0
85,1,24,4,0,303.0,16231.0
86,1,24,1,6,4877.0,20181.0
87,1,24,1,10,22349.0,67427.0
88,1,24,2,6,3120.0,23640.0
89,1,24,2,10,10846.0,31974.0
90,1,24,4,0,289.0,14141.0
91,1,24,1,6,7000.0,32000.0
92,1,24,1,10,30000.0,95000.0
93,1,24,2,6,6000.0,48000.0
94,1,24,2,10,14000.0,37000.0
95,1,24,1,6,6041.0,20896.0
96,1,24,1,10,30306.0,94615.0
97,1,24,2,6,3658.0,32300.0
98,1,24,2,10,18416.0,49815.0
99,1,24,4,0,3603.0,160939.0
100,1,24,1,6,8852.0,43924.0
101,1,24,1,10,32226.0,101512.0
102,1,24,2,6,4615.0,33736.0
103,1,24,2,10,19428.0,46899.0
104,1,24,4,0,5010.0,265981.0
105,1,24,1,6,10726.0,51174.0
106,1,24,1,10,34973.0,102007.0
107,1,24,2,6,4750.0,43306.0
108,1,24,2,10,24828.0,69394.0
109,1,24,4,0,4416.0,223825.0
110,1,24,1,6,25447.0,63465.0
111,1,24,1,10,37720.0,94531.0
112,1,24,2,6,6208.0,48168.0
113,1,24,2,10,10948.0,25542.0
114,1,24,4,0,8000.0,505176.0
115,1,24,1,3,238.0,7606.0
116,1,24,1,6,22039.0,63516.0
117,1,24,1,7,6276.0,57601.0
118,1,24,1,9,447.0,17197.0
119,1,24,1,10,22056.0,58691.0
120,1,24,2,6,7070.0,50098.0
121,1,24,2,10,6998.0,17768.0
122,1,24,1,3,247.0,5644.0
123,1,24,1,6,27087.0,53226.0
124,1,24,1,7,8711.0,74653.0
125,1,24,1,9,230.0,22418.0
126,1,24,1,10,28114.0,59377.0
127,1,24,2,6,7777.0,57970.0
128,1,24,2,10,12283.0,28558.0
129,1,24,4,0,8661.0,483881.0
130,1,24,1,3,309.0,6886.0
131,1,24,1,6,16839.0,42687.0
132,1,24,1,7,11278.0,70939.0
133,1,24,1,9,374.0,29443.0
134,1,24,1,10,22658.0,68155.0
135,1,24,2,6,4474.0,31618.0
136,1,24,2,10,6553.0,14377.0
137,1,24,4,10,29211.0,82532.0
138,1,122,1,6,100.0,300.0
139,1,122,1,10,42300.0,84400.0
140,1,122,2,10,57400.0,137400.0
141,1,122,1,6,100.0,300.0
142,1,122,1,10,42000.0,105400.0
143,1,122,2,6,100.0,300.0
144,1,122,2,10,62400.0,159200.0
145,1,122,1,6,181.0,514.0
146,1,122,1,10,37542.0,75477.0
147,1,122,2,6,67.0,324.0
148,1,122,2,10,37489.0,76800.0
149,1,122,1,6,357.0,930.0
150,1,122,1,10,33776.0,89236.0
151,1,122,2,6,56.0,302.0
152,1,122,2,10,41442.0,97181.0
153,1,122,4,0,953.0,19033.0
154,1,122,1,6,294.0,786.0
155,1,122,1,10,24377.0,55311.0
156,1,122,2,6,81.0,524.0
157,1,122,2,10,62049.0,170573.0
158,1,122,4,0,1005.0,7156.0
159,1,122,1,6,261.0,253.0
160,1,122,1,10,20137.0,50020.0
161,1,122,2,6,284.0,1968.0
162,1,122,2,10,30034.0,76827.0
163,1,122,4,0,960.0,50841.0
164,1,122,4,3,36.0,673.0
165,1,122,4,7,47834.0,335015.0
166,1,122,4,8,4.0,39.0
167,1,122,4,9,39.0,5087.0
168,1,122,1,6,742.0,1273.0
169,1,122,1,10,18495.0,38562.0
170,1,122,2,6,392.0,2195.0
171,1,122,2,10,27286.0,46714.0
172,1,122,4,0,587.0,21222.0
173,1,122,4,3,32.0,555.0
174,1,122,4,7,48572.0,234579.0
175,1,122,4,8,6.0,96.0
176,1,122,4,9,17.0,1544.0
177,1,122,1,6,509.0,1461.0
178,1,122,1,10,19055.0,43331.0
179,1,122,2,6,354.0,2559.0
180,1,122,2,10,25822.0,69177.0
181,1,122,4,0,586.0,30560.0
182,1,122,1,6,417.0,2150.0
183,1,122,1,10,16240.0,37173.0
184,1,122,2,6,356.0,2660.0
185,1,122,2,10,66351.0,193612.0
186,1,122,4,0,468.0,25070.0
187,1,122,1,6,386.0,1378.0
188,1,122,1,10,17049.0,42520.0
189,1,122,2,6,788.0,5971.0
190,1,122,2,10,29164.0,85101.0
191,1,122,4,0,556.0,27205.0
192,1,122,1,6,1000.0,3000.0
193,1,122,1,10,15000.0,42000.0
194,1,122,2,6,1000.0,4000.0
195,1,122,2,10,37000.0,116000.0
196,1,122,1,6,843.0,3937.0
197,1,122,1,10,17596.0,46242.0
198,1,122,2,6,957.0,8450.0
199,1,122,2,10,37927.0,118636.0
200,1,122,4,0,708.0,22390.0
201,1,122,1,6,1326.0,4915.0
202,1,122,1,10,19758.0,56192.0
203,1,122,2,6,611.0,4466.0
204,1,122,2,10,35155.0,113937.0
205,1,122,4,0,769.0,40826.0
206,1,122,1,6,970.0,4969.0
207,1,122,1,10,18019.0,53639.0
208,1,122,2,6,539.0,4914.0
209,1,122,2,10,43558.0,131502.0
210,1,122,4,0,923.0,46782.0
211,1,122,1,6,930.0,3084.0
212,1,122,1,10,17342.0,55719.0
213,1,122,2,6,877.0,6805.0
214,1,122,2,10,33764.0,113211.0
215,1,122,4,0,886.0,55948.0
216,1,122,1,3,30.0,546.0
217,1,122,1,6,1078.0,4375.0
218,1,122,1,7,56760.0,502212.0
219,1,122,1,9,558.0,60785.0
220,1,122,1,10,12952.0,45241.0
221,1,122,2,6,547.0,3876.0
222,1,122,2,10,34557.0,126168.0
223,1,122,1,3,23.0,417.0
224,1,122,1,6,1905.0,7683.0
225,1,122,1,7,66615.0,588344.0
226,1,122,1,9,526.0,13845.0
227,1,122,1,10,15206.0,48766.0
228,1,122,2,6,1303.0,9713.0
229,1,122,2,10,34654.0,120249.0
230,1,122,4,0,910.0,50203.0
231,1,122,1,3,32.0,932.0
232,1,122,1,6,2693.0,8820.0
233,1,122,1,7,64633.0,462384.0
234,1,122,1,9,519.0,13790.0
235,1,122,1,10,13304.0,44462.0
236,1,122,2,6,984.0,6429.0
237,1,122,2,10,27661.0,87962.0
238,1,122,4,10,40965.0,132424.0
239,1,172,1,6,1600.0,2900.0
240,1,172,1,10,214100.0,429300.0
241,1,172,2,6,3600.0,13700.0
242,1,172,2,10,154400.0,491500.0
243,1,172,1,6,1700.0,3600.0
244,1,172,1,10,256300.0,386600.0
245,1,172,2,6,3800.0,18700.0
246,1,172,2,10,157600.0,656600.0
247,1,172,1,6,1522.0,4324.0
248,1,172,1,10,244655.0,628606.0
249,1,172,2,6,4266.0,20652.0
250,1,172,2,10,161551.0,645162.0
251,1,172,1,6,1406.0,3661.0
252,1,172,1,10,253966.0,683423.0
253,1,172,2,6,4108.0,22117.0
254,1,172,2,10,162861.0,683202.0
255,1,172,4,0,11043.0,124386.0
256,1,172,1,6,1204.0,3218.0
257,1,172,1,10,220811.0,579850.0
258,1,172,2,6,2597.0,16810.0
259,1,172,2,10,165779.0,750150.0
260,1,172,4,0,10258.0,122822.0
261,1,172,1,6,1423.0,1379.0
262,1,172,1,10,194809.0,551115.0
263,1,172,2,6,5975.0,41407.0
264,1,172,2,10,106427.0,491906.0
265,1,172,4,0,7949.0,116270.0
266,1,172,4,7,18957.0,92583.0
267,1,172,4,8,975.0,17315.0
268,1,172,4,9,11.0,1435.0
269,1,172,1,6,2116.0,3631.0
270,1,172,1,10,234673.0,762453.0
271,1,172,2,6,6392.0,35795.0
272,1,172,2,10,165321.0,869092.0
273,1,172,4,0,9547.0,67488.0
274,1,172,4,7,19181.0,47363.0
275,1,172,4,8,1015.0,15401.0
276,1,172,4,9,31.0,2815.0
277,1,172,1,6,1881.0,5556.0
278,1,172,1,10,224521.0,743614.0
279,1,172,2,6,6094.0,41080.0
280,1,172,2,10,162903.0,766296.0
281,1,172,4,0,10324.0,96684.0
282,1,172,1,6,1763.0,6308.0
283,1,172,1,10,217411.0,348727.0
284,1,172,2,6,7838.0,59349.0
285,1,172,2,10,170012.0,800927.0
286,1,172,4,0,15432.0,215971.0
287,1,172,1,6,1735.0,4757.0
288,1,172,1,10,227930.0,547716.0
289,1,172,2,6,6191.0,61867.0
290,1,172,2,10,168963.0,845829.0
291,1,172,4,0,16772.0,295690.0
292,1,172,1,6,2000.0,6000.0
293,1,172,1,10,242000.0,715000.0
294,1,172,2,6,6000.0,49000.0
295,1,172,2,10,169000.0,803000.0
296,1,172,1,6,1602.0,5154.0
297,1,172,1,10,240231.0,716609.0
298,1,172,2,6,6581.0,49107.0
299,1,172,2,10,169861.0,796648.0
300,1,172,4,0,15363.0,291774.0
301,1,172,1,6,983.0,3547.0
302,1,172,1,10,202153.0,616567.0
303,1,172,2,6,8005.0,59821.0
304,1,172,2,10,104423.0,456537.0
305,1,172,4,0,16159.0,354092.0
306,1,172,1,6,469.0,1399.0
307,1,172,1,10,237640.0,457704.0
308,1,172,2,6,7463.0,54704.0
309,1,172,2,10,172888.0,849917.0
310,1,172,4,0,14357.0,392291.0
311,1,172,1,6,468.0,1727.0
312,1,172,1,10,197445.0,589741.0
313,1,172,2,6,8067.0,54017.0
314,1,172,2,10,139649.0,587084.0
315,1,172,4,0,13620.0,302514.0
316,1,172,1,6,495.0,1938.0
317,1,172,1,7,15851.0,157496.0
318,1,172,1,9,231.0,25164.0
319,1,172,1,10,232300.0,355651.0
320,1,172,2,6,9485.0,71659.0
321,1,172,2,10,168756.0,746239.0
322,1,172,1,6,513.0,1626.0
323,1,172,1,7,15017.0,162814.0
324,1,172,1,9,271.0,26530.0
325,1,172,1,10,235159.0,434104.0
326,1,172,2,6,10684.0,92096.0
327,1,172,2,10,169523.0,777602.0
328,1,172,4,0,12427.0,153871.0
329,1,172,1,6,755.0,2500.0
330,1,172,1,7,15820.0,191027.0
331,1,172,1,9,305.0,24011.0
332,1,172,1,10,226072.0,681833.0
333,1,172,2,6,12156.0,98257.0
334,1,172,2,10,168045.0,881396.0
335,1,172,4,10,394117.0,1563229.0
336,1,217,1,6,1700.0,3100.0
337,1,217,1,10,295000.0,845300.0
338,1,217,2,6,5000.0,19000.0
339,1,217,2,10,14500.0,51800.0
340,1,217,1,6,2300.0,4700.0
341,1,217,1,10,298400.0,921400.0
342,1,217,2,6,2800.0,14100.0
343,1,217,2,10,29100.0,99900.0
344,1,217,1,6,3853.0,10946.0
345,1,217,1,10,302886.0,969414.0
346,1,217,2,6,3755.0,18178.0
347,1,217,2,10,14822.0,53167.0
348,1,217,1,6,5281.0,13752.0
349,1,217,1,10,292899.0,987363.0
350,1,217,2,6,4516.0,24314.0
351,1,217,2,10,12692.0,49600.0
352,1,217,4,0,7612.0,141059.0
353,1,217,1,6,2549.0,6814.0
354,1,217,1,10,272468.0,935110.0
355,1,217,2,6,4369.0,28281.0
356,1,217,2,10,44917.0,181060.0
357,1,217,4,0,7967.0,204939.0
358,1,217,1,6,2327.0,2255.0
359,1,217,1,10,202953.0,646811.0
360,1,217,2,6,6450.0,44699.0
361,1,217,2,10,2716.0,7385.0
362,1,217,4,0,6720.0,151697.0
363,1,217,4,7,984.0,10186.0
364,1,217,4,8,288.0,5124.0
365,1,217,4,9,87.0,11349.0
366,1,217,1,6,3891.0,6677.0
367,1,217,1,10,170487.0,482990.0
368,1,217,2,6,22949.0,128514.0
369,1,217,2,10,5772.0,16837.0
370,1,217,4,0,5681.0,42238.0
371,1,217,4,7,913.0,2552.0
372,1,217,4,8,959.0,14549.0
373,1,217,4,9,88.0,7991.0
374,1,217,1,6,2749.0,8121.0
375,1,217,1,10,240404.0,833961.0
376,1,217,2,6,32788.0,279714.0
377,1,217,2,10,21247.0,70922.0
378,1,217,4,0,6340.0,180798.0
379,1,217,1,6,1617.0,5786.0
380,1,217,1,10,288879.0,892636.0
381,1,217,2,6,22565.0,237023.0
382,1,217,2,10,31434.0,111559.0
383,1,217,4,0,6263.0,164925.0
384,1,217,1,6,1132.0,3104.0
385,1,217,1,10,288638.0,783941.0
386,1,217,2,6,34010.0,280276.0
387,1,217,2,10,28933.0,100947.0
388,1,217,4,0,5653.0,173479.0
389,1,217,1,6,1000.0,3000.0
390,1,217,1,10,283000.0,976000.0
391,1,217,2,6,58000.0,517000.0
392,1,217,2,10,24000.0,85000.0
393,1,217,1,6,784.0,2522.0
394,1,217,1,10,281491.0,959321.0
395,1,217,2,6,95547.0,950884.0
396,1,217,2,10,51358.0,187662.0
397,1,217,4,0,5519.0,174969.0
398,1,217,1,6,530.0,1912.0
399,1,217,1,10,190526.0,683226.0
400,1,217,2,6,68798.0,529745.0
401,1,217,2,10,112342.0,383423.0
402,1,217,4,0,5177.0,122452.0
403,1,217,1,6,269.0,802.0
404,1,217,1,10,271072.0,649760.0
405,1,217,2,6,80083.0,904377.0
406,1,217,2,10,58393.0,201806.0
407,1,217,4,0,5045.0,151597.0
408,1,217,1,6,792.0,2922.0
409,1,217,1,10,281790.0,1080921.0
410,1,217,2,6,70965.0,627331.0
411,1,217,2,10,11012.0,39060.0
412,1,217,4,0,5595.0,216308.0
413,1,217,1,6,1103.0,4319.0
414,1,217,1,7,703.0,5422.0
415,1,217,1,9,322.0,35076.0
416,1,217,1,10,174699.0,607778.0
417,1,217,2,6,82043.0,662579.0
418,1,217,2,10,8362.0,29903.0
419,1,217,1,6,1530.0,4850.0
420,1,217,1,7,710.0,5304.0
421,1,217,1,9,300.0,29369.0
422,1,217,1,10,280060.0,912716.0
423,1,217,2,6,85535.0,643394.0
424,1,217,2,10,48107.0,183288.0
425,1,217,4,0,5574.0,211734.0
426,1,217,1,6,367.0,1215.0
427,1,217,1,7,789.0,6592.0
428,1,217,1,9,176.0,13856.0
429,1,217,1,10,255607.0,1000190.0
430,1,217,2,6,63701.0,611020.0
431,1,217,2,10,29695.0,111742.0
432,1,217,4,10,285302.0,1111932.0
433,1,274,1,6,200.0,100.0
434,1,274,1,10,47700.0,77500.0
435,1,274,2,10,13000.0,27700.0
436,1,274,1,6,100.0,100.0
437,1,274,1,10,59200.0,169800.0
438,1,274,2,10,17000.0,41600.0
439,1,274,1,6,104.0,295.0
440,1,274,1,10,54783.0,134484.0
441,1,274,2,6,11.0,53.0
442,1,274,2,10,6828.0,12921.0
443,1,274,1,6,104.0,271.0
444,1,274,1,10,60412.0,170120.0
445,1,274,2,6,51.0,275.0
446,1,274,2,10,7426.0,6134.0
447,1,274,4,0,3620.0,161828.0
448,1,274,1,6,53.0,142.0
449,1,274,1,10,38218.0,96883.0
450,1,274,2,6,31.0,201.0
451,1,274,2,10,37550.0,98231.0
452,1,274,4,0,4074.0,132748.0
453,1,274,1,6,136.0,132.0
454,1,274,1,10,27457.0,56424.0
455,1,274,2,6,25.0,173.0
456,1,274,2,10,9203.0,16446.0
457,1,274,4,0,4574.0,299574.0
458,1,274,4,7,17743.0,88929.0
459,1,274,4,8,3178.0,25978.0
460,1,274,4,9,3132.0,408557.0
461,1,274,1,6,68.0,117.0
462,1,274,1,10,23356.0,60025.0
463,1,274,2,6,4.0,22.0
464,1,274,2,10,10767.0,24032.0
465,1,274,4,0,3771.0,158827.0
466,1,274,4,7,17864.0,359248.0
467,1,274,4,8,3378.0,56464.0
468,1,274,4,9,2272.0,281598.0
469,1,274,1,6,125.0,359.0
470,1,274,1,10,46932.0,149619.0
471,1,274,2,10,5689.0,11424.0
472,1,274,4,0,3396.0,197474.0
473,1,274,1,6,156.0,804.0
474,1,274,1,10,45556.0,85828.0
475,1,274,2,6,1.0,7.0
476,1,274,2,10,21197.0,55791.0
477,1,274,4,0,2978.0,196691.0
478,1,274,1,6,123.0,439.0
479,1,274,1,10,41908.0,114493.0
480,1,274,2,6,35.0,265.0
481,1,274,2,10,4997.0,10963.0
482,1,274,4,0,4440.0,275653.0
483,1,274,1,10,45000.0,139000.0
484,1,274,2,10,17000.0,45000.0
485,1,274,1,6,623.0,2909.0
486,1,274,1,10,50183.0,87168.0
487,1,274,2,6,1398.0,12344.0
488,1,274,2,10,14883.0,41271.0
489,1,274,4,0,4058.0,221705.0
490,1,274,1,6,559.0,2072.0
491,1,274,1,10,52423.0,153757.0
492,1,274,2,6,840.0,6140.0
493,1,274,2,10,12894.0,34169.0
494,1,274,4,0,5985.0,381424.0
495,1,274,1,6,426.0,2182.0
496,1,274,1,10,53345.0,80657.0
497,1,274,2,6,987.0,8998.0
498,1,274,2,10,17037.0,48896.0
499,1,274,4,0,8706.0,488607.0
500,1,274,1,6,574.0,1903.0
501,1,274,1,10,47290.0,141161.0
502,1,274,2,6,1014.0,7868.0
503,1,274,2,10,6606.0,17499.0
504,1,274,4,0,7900.0,518880.0
505,1,274,1,3,1.0,18.0
506,1,274,1,6,497.0,2017.0
507,1,274,1,7,20328.0,205333.0
508,1,274,1,9,1674.0,181328.0
509,1,274,1,10,24147.0,61551.0
510,1,274,2,6,2201.0,15596.0
511,1,274,2,9,829.0,89897.0
512,1,274,2,10,6601.0,19249.0
513,1,274,1,3,1.0,18.0
514,1,274,1,6,1125.0,4537.0
515,1,274,1,7,20675.0,159714.0
516,1,274,1,9,1876.0,131607.0
517,1,274,1,10,51753.0,148842.0
518,1,274,2,6,4364.0,32529.0
519,1,274,2,10,10959.0,29447.0
520,1,274,4,0,8438.0,497926.0
521,1,274,1,3,1.0,23.0
522,1,274,1,6,408.0,1336.0
523,1,274,1,7,21244.0,77817.0
524,1,274,1,9,789.0,84511.0
525,1,274,1,10,42124.0,155648.0
526,1,274,2,6,2945.0,19243.0
527,1,274,2,9,729.0,78084.0
528,1,274,2,10,3761.0,10189.0
529,1,274,4,10,45885.0,165837.0
530,1,334,1,6,5900.0,10500.0
531,1,334,1,10,257900.0,699400.0
532,1,334,2,6,2200.0,8200.0
533,1,334,2,10,116300.0,393500.0
534,1,334,1,6,3000.0,6200.0
535,1,334,1,10,280800.0,759900.0
536,1,334,2,6,1700.0,8600.0
537,1,334,2,10,134500.0,491200.0
538,1,334,1,6,5147.0,14623.0
539,1,334,1,10,278415.0,834490.0
540,1,334,2,6,2301.0,11139.0
541,1,334,2,10,127888.0,457596.0
542,1,334,1,6,7375.0,19205.0
543,1,334,1,10,281343.0,868787.0
544,1,334,2,6,3009.0,16200.0
545,1,334,2,10,112917.0,408308.0
546,1,334,4,0,1363.0,26208.0
547,1,334,1,6,4512.0,12061.0
548,1,334,1,10,245114.0,714507.0
549,1,334,2,6,2707.0,17522.0
550,1,334,2,10,98472.0,358635.0
551,1,334,4,0,1556.0,3946.0
552,1,334,1,6,5834.0,5653.0
553,1,334,1,10,243910.0,761243.0
554,1,334,2,6,4186.0,29002.0
555,1,334,2,10,2185.0,5688.0
556,1,334,4,0,1346.0,20586.0
557,1,334,4,7,62800.0,234926.0
558,1,334,4,8,47.0,841.0
559,1,334,4,9,23.0,3000.0
560,1,334,1,6,6576.0,11284.0
561,1,334,1,10,222367.0,526565.0
562,1,334,2,6,5626.0,31506.0
563,1,334,2,10,7486.0,19359.0
564,1,334,4,0,1249.0,15574.0
565,1,334,4,7,62652.0,147294.0
566,1,334,4,8,49.0,743.0
567,1,334,4,9,18.0,1635.0
568,1,334,1,6,7788.0,35467.0
569,1,334,1,10,245306.0,804849.0
570,1,334,2,6,5607.0,45170.0
571,1,334,2,10,10017.0,31584.0
572,1,334,4,0,1543.0,19223.0
573,1,334,1,6,7483.0,37797.0
574,1,334,1,10,254919.0,697203.0
575,1,334,2,6,5988.0,38162.0
576,1,334,2,10,104332.0,409399.0
577,1,334,4,0,1601.0,27059.0
578,1,334,1,6,4971.0,22504.0
579,1,334,1,10,251433.0,521221.0
580,1,334,2,6,6131.0,57552.0
581,1,334,2,10,94862.0,355638.0
582,1,334,4,0,1509.0,29004.0
583,1,334,1,6,4000.0,23000.0
584,1,334,1,10,261000.0,944000.0
585,1,334,2,6,13000.0,102000.0
586,1,334,2,10,94000.0,355000.0
587,1,334,1,6,5070.0,25005.0
588,1,334,1,10,273878.0,959395.0
589,1,334,2,6,24249.0,205365.0
590,1,334,2,10,120655.0,467900.0
591,1,334,4,0,1475.0,40328.0
592,1,334,1,6,3552.0,16339.0
593,1,334,1,10,228196.0,784310.0
594,1,334,2,6,16863.0,139676.0
595,1,334,2,10,108442.0,424984.0
596,1,334,4,0,1632.0,35124.0
597,1,334,1,6,2468.0,11163.0
598,1,334,1,10,260350.0,722978.0
599,1,334,2,6,16750.0,142945.0
600,1,334,2,10,94991.0,367710.0
601,1,334,4,0,1465.0,33847.0
602,1,334,1,6,4876.0,19275.0
603,1,334,1,10,262826.0,980105.0
604,1,334,2,6,19811.0,145631.0
605,1,334,2,10,9203.0,31437.0
606,1,334,4,0,1180.0,35937.0
607,1,334,1,6,5246.0,24856.0
608,1,334,1,7,54501.0,436226.0
609,1,334,1,9,80.0,8715.0
610,1,334,1,10,253166.0,908360.0
611,1,334,2,6,20986.0,151750.0
612,1,334,2,10,11365.0,42244.0
613,1,334,1,6,7321.0,30368.0
614,1,334,1,7,57493.0,484781.0
615,1,334,1,9,70.0,6853.0
616,1,334,1,10,264371.0,773285.0
617,1,334,2,6,25554.0,197149.0
618,1,334,2,10,98951.0,402236.0
619,1,334,4,0,1266.0,45738.0
620,1,334,1,6,4682.0,20048.0
621,1,334,1,7,58445.0,663468.0
622,1,334,1,9,121.0,9526.0
623,1,334,1,10,235212.0,788901.0
624,1,334,2,6,20950.0,141433.0
625,1,334,2,10,52830.0,209894.0
626,1,334,4,10,288042.0,998795.0
627,1,339,1,6,1000.0,1700.0
628,1,339,1,10,66300.0,176900.0
629,1,339,2,6,100.0,200.0
630,1,339,2,10,9000.0,23900.0
631,1,339,1,6,700.0,1400.0
632,1,339,1,10,75100.0,221700.0
633,1,339,2,6,100.0,400.0
634,1,339,2,10,20900.0,44500.0
635,1,339,1,6,669.0,1901.0
636,1,339,1,10,81640.0,225431.0
637,1,339,2,6,134.0,649.0
638,1,339,2,10,12430.0,35695.0
639,1,339,1,6,2635.0,6862.0
640,1,339,1,10,93188.0,307427.0
641,1,339,2,6,175.0,942.0
642,1,339,2,10,13909.0,38083.0
643,1,339,4,0,2327.0,32282.0
644,1,339,1,6,785.0,2098.0
645,1,339,1,10,43617.0,121779.0
646,1,339,2,6,131.0,848.0
647,1,339,2,10,38162.0,98534.0
648,1,339,4,0,2704.0,29845.0
649,1,339,1,6,1966.0,1905.0
650,1,339,1,10,47948.0,100499.0
651,1,339,2,6,631.0,4373.0
652,1,339,2,10,10974.0,24856.0
653,1,339,4,0,1862.0,49164.0
654,1,339,4,7,3021.0,14250.0
655,1,339,4,8,769.0,6280.0
656,1,339,4,9,186.0,24263.0
657,1,339,1,6,3534.0,6064.0
658,1,339,1,10,34618.0,100635.0
659,1,339,2,6,1490.0,8344.0
660,1,339,2,10,4966.0,11377.0
661,1,339,4,0,2960.0,23820.0
662,1,339,4,3,4.0,69.0
663,1,339,4,7,4174.0,61878.0
664,1,339,4,8,910.0,15208.0
665,1,339,4,9,187.0,16981.0
666,1,339,1,6,7241.0,20782.0
667,1,339,1,10,61465.0,210702.0
668,1,339,2,6,769.0,5559.0
669,1,339,2,10,12058.0,37549.0
670,1,339,4,0,1302.0,37774.0
671,1,339,1,6,8188.0,51380.0
672,1,339,1,10,88555.0,292586.0
673,1,339,2,6,929.0,6941.0
674,1,339,2,10,20079.0,65980.0
675,1,339,4,0,1234.0,28942.0
676,1,339,1,6,11988.0,40028.0
677,1,339,1,10,80692.0,270238.0
678,1,339,2,6,1731.0,13116.0
679,1,339,2,10,12475.0,36764.0
680,1,339,4,0,2128.0,45722.0
681,1,339,1,6,18000.0,104000.0
682,1,339,1,10,90000.0,332000.0
683,1,339,2,6,2000.0,16000.0
684,1,339,2,10,19000.0,51000.0
685,1,339,1,6,17806.0,90454.0
686,1,339,1,10,84066.0,279856.0
687,1,339,2,6,3512.0,31011.0
688,1,339,2,10,27383.0,97073.0
689,1,339,4,0,2227.0,59036.0
690,1,339,1,6,10824.0,29008.0
691,1,339,1,10,81908.0,256454.0
692,1,339,2,6,4191.0,30636.0
693,1,339,2,10,44772.0,157911.0
694,1,339,4,0,2253.0,55933.0
695,1,339,1,6,14588.0,78498.0
696,1,339,1,10,104110.0,291475.0
697,1,339,2,6,5551.0,50608.0
698,1,339,2,10,32967.0,105626.0
699,1,339,4,0,2018.0,54942.0
700,1,339,1,6,21650.0,92705.0
701,1,339,1,10,91984.0,333882.0
702,1,339,2,6,7852.0,60924.0
703,1,339,2,10,14738.0,46042.0
704,1,339,4,0,612.0,18621.0
705,1,339,1,3,1.0,18.0
706,1,339,1,6,33567.0,162162.0
707,1,339,1,7,3352.0,30765.0
708,1,339,1,9,107.0,11656.0
